ID,author_year,link,Substance,type,func,vendor,media,agg_diameter,length,size_class,lat_size,layer,thick,ssa,z_pot,plate,ali,dose,time,bmd_id,species,cell_type_general,cell_type,n_cell,endotox,notes,variable,value
97,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,100,24,4090,human,epithelial,BEAS- 2B,10^4,NO,,viability_pi,89.93589744
98,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,25,24,4090,human,epithelial,BEAS- 2B,10^4,NO,,viability_pi,98.20512821
99,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,50,24,4090,human,epithelial,BEAS- 2B,10^4,NO,,viability_pi,93.91025641
100,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,10,24,4090,human,epithelial,BEAS- 2B,10^4,NO,,viability_pi,100
101,Mittal et all 2016,https://www.nature.com/articles/srep39548,rGO,Chemically reduced GO,,in house ,RPMI + 10% FBS,97.3,,S,250,3.5,,,-9.46,96,Submerged,1,24,4090,human,epithelial,BEAS- 2B,10^4,NO,,viability_pi,100
102,Paino et al 2016,https://onlinelibrary.wiley.com/doi/epdf/10.1002/jbm.a.35946,Graphene oxide,,,"doesn’t say, but Go from Graphite in house",RPMI + 10% FCS,100,,S,,1,1.2,,-8.9,6,Submerged,1,24,4120,human,macrophage,monocytes ,1x10^6,,,viability_pi,95.86085054
103,Paino et al 2016,https://onlinelibrary.wiley.com/doi/epdf/10.1002/jbm.a.35946,Graphene oxide,,,"doesn’t say, but Go from Graphite in house",RPMI + 10% FCS,100,,S,,1,1.2,,-8.9,6,Submerged,12,24,4120,human,macrophage,monocytes ,1x10^6,,,viability_pi,91.59550751
104,Paino et al 2016,https://onlinelibrary.wiley.com/doi/epdf/10.1002/jbm.a.35946,Graphene oxide,,,"doesn’t say, but Go from Graphite in house",RPMI + 10% FCS,100,,S,,1,1.2,,-8.9,6,Submerged,24,24,4120,human,macrophage,monocytes ,1x10^6,,,viability_pi,84.68851218
105,Jung-Park et al 2015,https://pubmed.ncbi.nlm.nih.gov/24980260/,Graphene,GNPs,,"Hanwha Nanotech, Korea",F12 + 10% FBS,361,,S,less than 2000,8,3.5,735,-11.37,96,Submerged,2.5,24,5003,human,epithelial,BEAS- 2B,2x10^4,,,viability_ldh,97.62931034
106,Jung-Park et al 2015,https://pubmed.ncbi.nlm.nih.gov/24980260/,Graphene,GNPs,,"Hanwha Nanotech, Korea",F12 + 10% FBS,361,,S,less than 2000,8,3.5,735,-11.37,96,Submerged,5,24,5003,human,epithelial,BEAS- 2B,2x10^4,,,viability_ldh,97.19827586
107,Jung-Park et al 2015,https://pubmed.ncbi.nlm.nih.gov/24980260/,Graphene,GNPs,,"Hanwha Nanotech, Korea",F12 + 10% FBS,361,,S,less than 2000,8,3.5,735,-11.37,96,Submerged,10,24,5003,human,epithelial,BEAS- 2B,2x10^4,,,viability_ldh,91.1637931
108,Jung-Park et al 2015,https://pubmed.ncbi.nlm.nih.gov/24980260/,Graphene,GNPs,,"Hanwha Nanotech, Korea",F12 + 10% FBS,361,,S,less than 2000,8,3.5,735,-11.37,96,Submerged,20,24,5003,human,epithelial,BEAS- 2B,2x10^4,,,viability_ldh,66.1637931
109,Jung-Park et al 2015,https://pubmed.ncbi.nlm.nih.gov/24980260/,Graphene,GNPs,,"Hanwha Nanotech, Korea",F12 + 10% FBS,361,,S,less than 2000,8,3.5,735,-11.37,96,Submerged,10,72,5004,human,epithelial,BEAS- 2B,1x10^4,,,viability_ldh,39.86842105
110,Jung-Park et al 2015,https://pubmed.ncbi.nlm.nih.gov/24980260/,Graphene,GNPs,,"Hanwha Nanotech, Korea",F12 + 10% FBS,361,,S,less than 2000,8,3.5,735,-11.37,96,Submerged,20,72,5004,human,epithelial,BEAS- 2B,1x10^4,,,viability_ldh,20.39473684
111,Jung-Park et al 2015,https://pubmed.ncbi.nlm.nih.gov/24980260/,Graphene,GNPs,,"Hanwha Nanotech, Korea",F12 + 10% FBS,361,,S,less than 2000,8,3.5,735,-11.37,96,Submerged,2.5,72,5004,human,epithelial,BEAS- 2B,1x10^4,,,viability_ldh,79.47368421
112,Jung-Park et al 2015,https://pubmed.ncbi.nlm.nih.gov/24980260/,Graphene,GNPs,,"Hanwha Nanotech, Korea",F12 + 10% FBS,361,,S,less than 2000,8,3.5,735,-11.37,96,Submerged,5,72,5004,human,epithelial,BEAS- 2B,1x10^4,,,viability_ldh,59.73684211
113,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,300,1,1.1,,-7.4,96,Submerged,1,24,5115,rodent,macrophage,J774.A1,10^4,,,viability_ldh,99.13131941
114,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,300,1,1.1,,-7.4,96,Submerged,2,24,5115,rodent,macrophage,J774.A1,10^4,,,viability_ldh,93.70206575
115,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,300,1,1.1,,-7.4,96,Submerged,4,24,5115,rodent,macrophage,J774.A1,10^4,,,viability_ldh,88.16422702
116,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,300,1,1.1,,-7.4,96,Submerged,10,24,5115,rodent,macrophage,J774.A1,10^4,,,viability_ldh,85.01525989
117,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,300,1,1.1,,-7.4,96,Submerged,20,24,5115,rodent,macrophage,J774.A1,10^4,,,viability_ldh,71.87646603
118,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,300,1,1.1,,-7.5,96,Submerged,50,24,5115,rodent,macrophage,J774.A1,10^4,,,viability_ldh,83.04277845
119,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO,,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,250,,S,300,1,1.1,,-7.6,96,Submerged,100,24,5115,rodent,macrophage,J774.A1,10^4,,,viability_ldh,39.90161184
120,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-NH2,Amine,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,422,,S,300,1,1.2,,-5.7,96,Submerged,4,24,5116,rodent,macrophage,J774.A1,10^4,,,viability_ldh,97.25692004
121,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-NH2,Amine,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,422,,S,300,1,1.2,,-5.7,96,Submerged,50,24,5116,rodent,macrophage,J774.A1,10^4,,,viability_ldh,58.60442973
122,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PAA,poly acrylic acid,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,215,,S,300,1,1.2,,-5.8,96,Submerged,50,24,5117,rodent,macrophage,J774.A1,10^4,,,viability_ldh,69.32737866
123,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PAA,poly acrylic acid,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,215,,S,300,1,1.2,,-5.8,96,Submerged,4,24,5117,rodent,macrophage,J774.A1,10^4,,,viability_ldh,97.75566185
124,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PAM,poly acrylamide,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,260? (peak from 220-1600),,S,300,1,1.2,,-2.6,96,Submerged,50,24,5118,rodent,macrophage,J774.A1,10^4,,,viability_ldh,86.78334202
125,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PAM,poly acrylamide,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,260? (peak from 220-1600),,S,300,1,1.2,,-2.6,96,Submerged,4,24,5118,rodent,macrophage,J774.A1,10^4,,,viability_ldh,100
126,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PEG,PEG,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,194,,S,300,1,1.2,,-4.6,96,Submerged,4,24,5119,rodent,macrophage,J774.A1,10^4,,,viability_ldh,97.00754914
127,Xu et al 2016,https://pubs.acs.org/doi/10.1021/acsnano.6b00539,Graphene oxide,GO-PEG,PEG,"graphite from qimgdao BCSM china, made GO in house",DMEM + 10 % FBS,194,,S,300,1,1.2,,-4.6,96,Submerged,50,24,5119,rodent,macrophage,J774.A1,10^4,,,viability_ldh,71.07297499
128,Wiemann et al 2016,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4779246/pdf/12951_2016_Article_164.pdf,,GRAPHITE nanoplatelets,,BASF SE Germany, F12K+ 15 FCS + 2nM glutamine - Culture then when seeded at the 96 plate only F12K +5 FCS. When exposed in phenol red free medium F12K and 2mM glutamine,less than 30um,,L,,,,72,,96,Submerged,22.5,16,5122,rodent,macrophage,Rat NR8383 (alveolar macrophges),3x10^5,,,viability_ldh,97.3042362
129,Wiemann et al 2016,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4779246/pdf/12951_2016_Article_164.pdf,,GRAPHITE nanoplatelets,,BASF SE Germany, F12K+ 15 FCS + 2nM glutamine - Culture then when seeded at the 96 plate only F12K +5 FCS. When exposed in phenol red free medium F12K and 2mM glutamine,less than 30um,,L,,,,72,,96,Submerged,45,16,5122,rodent,macrophage,Rat NR8383 (alveolar macrophges),3x10^5,,,viability_ldh,94.6084724
130,Wiemann et al 2016,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4779246/pdf/12951_2016_Article_164.pdf,,GRAPHITE nanoplatelets,,BASF SE Germany, F12K+ 15 FCS + 2nM glutamine - Culture then when seeded at the 96 plate only F12K +5 FCS. When exposed in phenol red free medium F12K and 2mM glutamine,less than 30um,,L,,,,72,,96,Submerged,90,16,5122,rodent,macrophage,Rat NR8383 (alveolar macrophges),3x10^5,,,viability_ldh,89.98716303
131,Wiemann et al 2016,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4779246/pdf/12951_2016_Article_164.pdf,,GRAPHITE nanoplatelets,,BASF SE Germany, F12K+ 15 FCS + 2nM glutamine - Culture then when seeded at the 96 plate only F12K +5 FCS. When exposed in phenol red free medium F12K and 2mM glutamine,less than 30um,,L,,,,72,,96,Submerged,180,16,5122,rodent,macrophage,Rat NR8383 (alveolar macrophges),3x10^5,,,viability_ldh,79.84595635
132,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO (Short),,in house,RPMI +10% FBS,,,S,55-700,1.5,1.3,,-57.1,96 OR 12,Submerged,1,24,5141,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,YES (no endotoxin),,viability_ldh,93.5
133,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO (Short),,in house,RPMI +10% FBS,,,S,55-700,1.5,1.3,,-57.1,96 OR 12,Submerged,10,24,5141,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,YES (no endotoxin),,viability_ldh,100
134,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO (Short),,in house,RPMI +10% FBS,,,S,55-700,1.5,1.3,,-57.1,96 OR 12,Submerged,100,24,5141,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,YES (no endotoxin),,viability_ldh,100
135,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO (Short),,in house,RPMI,,,S,55-700,1.5,1.3,,-57.1,96 OR 12,Submerged,10,24,5142,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,YES (no endotoxin),,viability_ldh,89
136,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO (Short),,in house,RPMI,,,S,55-700,1.5,1.3,,-57.1,96 OR 12,Submerged,100,24,5142,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,YES (no endotoxin),,viability_ldh,83.4
137,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO (Short),,in house,RPMI,,,S,55-700,1.5,1.3,,-57.1,96 OR 12,Submerged,1,24,5142,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,YES (no endotoxin),,viability_ldh,93
138,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO (long),,in house,RPMI+10% FBS,,,L,1000-2000,1,1,,-51.7,96 OR 12,Submerged,1,24,5143,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,YES (no endotoxin),,viability_ldh,97
139,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO (long),,in house,RPMI+10% FBS,,,L,1000-2001,1,1,,-51.7,96 OR 12,Submerged,10,24,5143,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,YES (no endotoxin),,viability_ldh,96
140,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO (long),,in house,RPMI+10% FBS,,,L,1000-2002,1,1,,-51.7,96 OR 12,Submerged,100,24,5143,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,YES (no endotoxin),,viability_ldh,85
141,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO (long),,in house,RPMI,,,L,1000-2003,1,1,,-51.7,96 OR 12,Submerged,1,24,5144,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,YES (no endotoxin),,viability_ldh,92
142,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO (long),,in house,RPMI,,,L,1000-2004,1,1,,-51.7,96 OR 12,Submerged,10,24,5144,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,YES (no endotoxin),,viability_ldh,82.2
143,Vranic et al 2018,https://pubmed.ncbi.nlm.nih.gov/29286639/,Graphene oxide,GO (long),,in house,RPMI,,,L,1000-2005,1,1,,-51.7,96 OR 12,Submerged,100,24,5144,human,epithelial,BEAS- 2B,doesn’t mention but has cell count over treatment,YES (no endotoxin),,viability_ldh,77
144,Jung-Park et al 2015,https://pubmed.ncbi.nlm.nih.gov/24980260/,Graphene,GNPs,,"Hanwha Nanotech, Korea",F12 + 10% FBS,361.2 and 506.5,,S,less than 2000,8,3.5,735,-11.37,96,Submerged,2.5,24,6001,human,epithelial,BEAS- 2B,1x10^4,,,viability_mtt,67.1
145,Jung-Park et al 2015,https://pubmed.ncbi.nlm.nih.gov/24980260/,Graphene,GNPs,,"Hanwha Nanotech, Korea",F12 + 10% FBS,361.2 and 506.5,,S,less than 2000,8,3.5,735,-11.37,96,Submerged,5,24,6001,human,epithelial,BEAS- 2B,1x10^4,,,viability_mtt,66.3
146,Jung-Park et al 2015,https://pubmed.ncbi.nlm.nih.gov/24980260/,Graphene,GNPs,,"Hanwha Nanotech, Korea",F12 + 10% FBS,361.2 and 506.5,,S,less than 2000,8,3.5,735,-11.37,96,Submerged,10,24,6001,human,epithelial,BEAS- 2B,1x10^4,,,viability_mtt,60
147,Jung-Park et al 2015,https://pubmed.ncbi.nlm.nih.gov/24980260/,Graphene,GNPs,,"Hanwha Nanotech, Korea",F12 + 10% FBS,361.2 and 506.5,,S,less than 2000,8,3.5,735,-11.37,96,Submerged,20,24,6001,human,epithelial,BEAS- 2B,1x10^4,,,viability_mtt,53.7
148,Jung-Park et al 2015,https://pubmed.ncbi.nlm.nih.gov/24980260/,Graphene,GNPs,,"Hanwha Nanotech, Korea",F12 + 10% FBS,361.2 and 506.5,,S,less than 2000,8,3.5,735,-11.37,96,Submerged,20,72,6002,human,epithelial,BEAS- 2B,5x10^3,,,viability_mtt,35.3
149,Jung-Park et al 2015,https://pubmed.ncbi.nlm.nih.gov/24980260/,Graphene,GNPs,,"Hanwha Nanotech, Korea",F12 + 10% FBS,361.2 and 506.5,,S,less than 2000,8,3.5,735,-11.37,96,Submerged,5,72,6002,human,epithelial,BEAS- 2B,5x10^3,,,viability_mtt,54.2
150,Jung-Park et al 2015,https://pubmed.ncbi.nlm.nih.gov/24980260/,Graphene,GNPs,,"Hanwha Nanotech, Korea",F12 + 10% FBS,361.2 and 506.5,,S,less than 2000,8,3.5,735,-11.37,96,Submerged,2.5,72,6002,human,epithelial,BEAS- 2B,5x10^3,,,viability_mtt,59.5
151,Jung-Park et al 2015,https://pubmed.ncbi.nlm.nih.gov/24980260/,Graphene,GNPs,,"Hanwha Nanotech, Korea",F12 + 10% FBS,361.2 and 506.5,,S,less than 2000,8,3.5,735,-11.37,96,Submerged,10,72,6002,human,epithelial,BEAS- 2B,5x10^3,,,viability_mtt,46.9
152,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,PEG,made in house while graphite was from Merck,DMEM F12 +10%FBS,791.57,,M,,1,0.42,,,96,Submerged,200,24,6054,human,epithelial,A549,1x10^4,YES,,viability_mtt,23.4
153,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,PEG,made in house while graphite was from Merck,DMEM F12 +10%FBS,791.57,,M,,1,0.42,,,96,Submerged,100,24,6054,human,epithelial,A549,1x10^4,YES,,viability_mtt,26.43
154,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,PEG,made in house while graphite was from Merck,DMEM F12 +10%FBS,791.57,,M,,1,0.42,,,96,Submerged,50,24,6054,human,epithelial,A549,1x10^4,YES,,viability_mtt,45.3
155,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,PEG,made in house while graphite was from Merck,DMEM F12 +10%FBS,791.57,,M,,1,0.42,,,96,Submerged,75,24,6054,human,epithelial,A549,1x10^4,YES,,viability_mtt,35.6
156,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,PEG,made in house while graphite was from Merck,DMEM F12 +10%FBS,791.57,,M,,1,0.42,,,96,Submerged,10,24,6054,human,epithelial,A549,1x10^4,YES,,viability_mtt,84.7
157,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,PEG,made in house while graphite was from Merck,DMEM F12 +10%FBS,791.57,,M,,1,0.42,,,96,Submerged,5,24,6054,human,epithelial,A549,1x10^4,YES,,viability_mtt,96
158,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,PEG,made in house while graphite was from Merck,DMEM F12 +10%FBS,791.57,,M,,1,0.415,,,96,Submerged,1,24,6054,human,epithelial,A549,1x10^4,YES,,viability_mtt,97
159,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,PEG,made in house while graphite was from Merck,DMEM F12 +10%FBS,791.57,,M,,1,0.42,,,96,Submerged,25,24,6054,human,epithelial,A549,1x10^4,YES,,viability_mtt,73.8
160,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,,made in house while graphite was from Merck,DMEM F12 +10%FBS,881.3,,M,,1,0.353,,,96,Submerged,1,24,6055,human,epithelial,A549,1x10^4,YES,,viability_mtt,94.8
161,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,,made in house while graphite was from Merck,DMEM F12 +10%FBS,881.3,,M,,1,0.35,,,96,Submerged,5,24,6055,human,epithelial,A549,1x10^4,YES,,viability_mtt,93.94
162,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,,made in house while graphite was from Merck,DMEM F12 +10%FBS,881.3,,M,,1,0.35,,,96,Submerged,10,24,6055,human,epithelial,A549,1x10^4,YES,,viability_mtt,89.1
163,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,,made in house while graphite was from Merck,DMEM F12 +10%FBS,881.3,,M,,1,0.35,,,96,Submerged,25,24,6055,human,epithelial,A549,1x10^4,YES,,viability_mtt,63.25
164,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,,made in house while graphite was from Merck,DMEM F12 +10%FBS,881.3,,M,,1,0.35,,,96,Submerged,50,24,6055,human,epithelial,A549,1x10^4,YES,,viability_mtt,41.78
165,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,,made in house while graphite was from Merck,DMEM F12 +10%FBS,881.3,,M,,1,0.35,,,96,Submerged,75,24,6055,human,epithelial,A549,1x10^4,YES,,viability_mtt,30.81
166,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,,made in house while graphite was from Merck,DMEM F12 +10%FBS,881.3,,M,,1,0.35,,,96,Submerged,100,24,6055,human,epithelial,A549,1x10^4,YES,,viability_mtt,25.11
167,Reshman et al 2016,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303787,rGO,reduced GO,,made in house while graphite was from Merck,DMEM F12 +10%FBS,881.3,,M,,1,0.35,,,96,Submerged,200,24,6055,human,epithelial,A549,1x10^4,YES,,viability_mtt,14.6
168,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,50,3,6068,human,epithelial,A549,10^4,NO,,viability_mtt,80.5
169,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,100,3,6068,human,epithelial,A549,10^4,NO,,viability_mtt,75.3
170,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,10,3,6068,human,epithelial,A549,10^4,NO,,viability_mtt,89.5
171,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,1,3,6068,human,epithelial,A549,10^4,NO,,viability_mtt,97
172,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,25,3,6068,human,epithelial,A549,10^4,NO,,viability_mtt,83.3
173,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,1,6,6069,human,epithelial,A549,10^4,NO,,viability_mtt,92
174,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,10,6,6069,human,epithelial,A549,10^4,NO,,viability_mtt,84.9
175,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,25,6,6069,human,epithelial,A549,10^4,NO,,viability_mtt,79
176,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,50,6,6069,human,epithelial,A549,10^4,NO,,viability_mtt,69.7
177,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,100,6,6069,human,epithelial,A549,10^4,NO,,viability_mtt,67
178,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,100,24,6070,human,epithelial,A549,10^4,NO,,viability_mtt,60.1
179,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,50,24,6070,human,epithelial,A549,10^4,NO,,viability_mtt,62.1
180,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,10,24,6070,human,epithelial,A549,10^4,NO,,viability_mtt,80
181,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,1,24,6070,human,epithelial,A549,10^4,NO,,viability_mtt,89.2
182,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,25,24,6070,human,epithelial,A549,10^4,NO,,viability_mtt,70.1
183,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,100,48,6071,human,epithelial,A549,10^4,NO,,viability_mtt,48.71
184,Mittal et all 2016,https://www.nature.com/articles/srep39548,Graphene oxide,GO,,in house ,DMEM F12 +10%FBS,126.3,,S,400,1,,,-13.7,96,Submerged,1,48,6071,human,epithelial,A549,10^4,NO,,viability_mtt,79.3
